age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,jail_time,sex,race,c_charge_degree,decile_score,two_year_recid,compas_score,compas_class
55,0,0,0,5,118.0,1,2,1,3,1,0.3,0
26,1,1,0,10,0.0,1,2,1,9,1,0.9,1
28,0,0,0,5,1.0,1,2,1,10,0,1.0,1
63,0,0,0,2,3.0,1,3,1,1,0,0.1,0
42,0,0,0,0,1.0,1,2,1,1,0,0.1,0
23,1,2,2,6,0.0,1,2,1,6,0,0.6,0
54,0,0,0,28,5.0,1,2,1,9,1,0.9,1
35,0,0,1,8,10.0,1,2,1,7,1,0.7,1
24,1,0,0,6,26.0,2,2,1,9,1,0.9,1
54,0,0,0,2,0.0,1,2,2,1,0,0.1,0
58,0,0,0,12,3.0,1,2,2,6,1,0.6,0
23,0,0,1,1,0.0,1,3,2,5,1,0.5,0
35,0,0,0,1,0.0,1,2,2,2,0,0.2,0
20,0,0,0,1,2.0,1,2,1,10,1,1.0,1
51,0,0,0,0,35.0,1,3,1,1,0,0.1,0
24,0,0,0,0,1.0,1,4,1,10,0,1.0,1
37,0,0,0,3,6.0,1,3,1,2,0,0.2,0
47,0,0,0,3,0.0,1,3,1,1,0,0.1,0
34,0,0,0,4,1.0,1,3,1,6,1,0.6,0
56,0,0,0,0,0.0,1,3,1,1,0,0.1,0
34,0,0,0,4,31.0,1,4,1,1,1,0.1,0
59,0,0,0,1,0.0,1,3,1,1,1,0.1,0
35,0,0,0,0,101.0,1,6,1,6,0,0.6,0
58,0,0,0,1,10.0,1,4,1,1,0,0.1,0
29,0,0,0,2,0.0,1,4,2,4,0,0.4,0
24,0,0,1,6,3.0,2,3,1,9,1,0.9,1
21,0,0,4,2,8.0,1,3,2,9,1,0.9,1
26,0,0,0,2,0.0,1,2,2,9,0,0.9,1
50,0,0,0,5,11.0,1,6,1,7,1,0.7,1
26,0,0,0,1,1.0,1,2,1,2,0,0.2,0
30,0,0,0,0,1.0,2,3,2,2,0,0.2,0
29,0,0,0,6,18.0,1,3,1,9,1,0.9,1
29,0,0,0,0,1.0,1,3,2,4,1,0.4,0
54,0,0,0,0,1.0,1,2,2,1,0,0.1,0
29,0,0,0,4,8.0,1,2,1,4,1,0.4,0
59,0,0,0,0,0.0,2,3,2,1,0,0.1,0
38,0,0,0,0,1.0,1,2,1,5,0,0.5,0
22,0,0,0,2,18.0,2,4,1,5,1,0.5,0
29,0,0,0,4,25.0,1,2,1,7,1,0.7,1
27,0,0,0,1,1.0,1,3,2,3,1,0.3,0
26,0,0,0,7,1.0,1,4,1,5,1,0.5,0
52,0,0,0,20,27.0,1,4,1,3,0,0.3,0
66,0,0,0,33,13.0,1,2,1,6,1,0.6,0
27,0,0,0,2,0.0,1,3,1,5,0,0.5,0
51,0,0,0,1,1.0,1,3,2,1,0,0.1,0
35,0,0,0,1,74.0,1,3,1,2,0,0.2,0
26,0,0,0,1,0.0,1,2,1,7,0,0.7,1
52,0,0,0,4,0.0,1,3,2,3,0,0.3,0
35,0,0,0,12,-1.0,2,2,2,2,0,0.2,0
48,0,0,0,12,1.0,1,1,1,5,0,0.5,0
26,0,0,0,0,1.0,2,2,2,2,0,0.2,0
48,0,0,0,0,0.0,2,3,2,1,0,0.1,0
30,0,0,0,7,37.0,1,4,2,4,0,0.4,0
28,0,0,0,2,1.0,1,1,2,1,0,0.1,0
33,0,0,0,2,0.0,1,2,2,3,0,0.3,0
34,0,0,0,6,52.0,2,2,1,4,0,0.4,0
25,0,0,0,0,-1.0,1,1,2,1,0,0.1,0
59,0,0,0,10,127.0,1,2,1,7,1,0.7,1
29,0,0,0,5,2.0,1,2,1,5,1,0.5,0
24,0,0,0,0,1.0,1,3,1,2,0,0.2,0
48,0,0,0,1,129.0,1,3,1,7,1,0.7,1
55,0,0,0,0,45.0,1,2,2,8,1,0.8,1
52,0,0,0,4,1.0,1,2,2,5,0,0.5,0
20,0,0,0,0,0.0,1,2,1,4,1,0.4,0
25,0,0,0,4,5.0,1,3,1,4,1,0.4,0
24,0,0,0,0,15.0,1,3,1,2,0,0.2,0
23,0,0,0,0,1.0,1,3,2,9,0,0.9,1
27,0,1,3,6,1.0,1,3,1,4,0,0.4,0
25,0,1,0,1,0.0,1,2,2,3,1,0.3,0
31,0,0,0,0,0.0,1,2,1,2,0,0.2,0
25,0,1,0,6,4.0,1,2,1,4,1,0.4,0
32,0,0,0,1,0.0,1,3,1,1,1,0.1,0
21,0,0,0,0,-1.0,1,3,1,3,1,0.3,0
37,0,0,0,1,5.0,1,1,1,1,0,0.1,0
25,0,0,0,0,0.0,1,3,1,3,0,0.3,0
32,1,1,0,20,0.0,1,4,1,10,0,1.0,1
35,0,0,0,0,2.0,1,2,1,7,0,0.7,1
42,0,0,0,14,1.0,1,2,1,7,1,0.7,1
24,0,0,1,9,10.0,1,3,2,10,1,1.0,1
22,1,0,4,6,62.0,1,3,1,10,1,1.0,1
21,0,0,0,0,0.0,1,4,1,6,1,0.6,0
47,0,0,0,1,0.0,1,3,2,1,0,0.1,0
27,0,0,0,5,1.0,1,2,1,9,1,0.9,1
43,0,0,0,2,4.0,1,4,2,1,1,0.1,0
46,0,0,0,2,0.0,1,3,1,6,1,0.6,0
44,0,0,0,1,0.0,1,2,2,3,0,0.3,0
27,0,0,0,0,0.0,1,2,1,5,0,0.5,0
23,0,0,0,2,0.0,1,3,1,2,0,0.2,0
50,0,0,0,1,0.0,2,4,1,1,0,0.1,0
42,0,0,0,8,1.0,1,2,1,5,0,0.5,0
58,0,0,0,6,144.0,1,2,1,6,0,0.6,0
26,0,0,1,3,1.0,1,2,1,6,0,0.6,0
48,0,0,0,0,17.0,2,1,1,1,0,0.1,0
39,0,0,0,3,3.0,1,2,1,3,1,0.3,0
21,0,2,0,3,-1.0,1,2,1,5,1,0.5,0
63,0,0,0,1,5.0,1,3,2,1,0,0.1,0
22,0,1,0,3,7.0,1,2,1,7,1,0.7,1
50,0,0,0,3,0.0,1,2,2,3,0,0.3,0
38,0,0,0,0,9.0,1,2,1,1,0,0.1,0
41,0,0,0,1,6.0,1,3,1,6,0,0.6,0
28,8,0,1,16,1.0,1,2,1,8,1,0.8,1
30,0,0,0,0,1.0,2,2,2,3,0,0.3,0
23,0,0,0,1,0.0,1,2,1,5,0,0.5,0
25,0,0,0,2,12.0,1,3,1,4,1,0.4,0
40,0,0,0,5,0.0,1,3,1,4,0,0.4,0
24,0,0,0,8,-1.0,1,4,1,8,0,0.8,1
27,0,0,0,5,64.0,1,2,2,4,1,0.4,0
44,0,0,0,11,180.0,1,3,2,3,0,0.3,0
35,0,0,0,6,1.0,2,2,1,2,1,0.2,0
42,0,0,0,0,0.0,1,3,2,1,0,0.1,0
38,0,0,0,15,0.0,1,2,1,7,0,0.7,1
26,0,0,0,4,-1.0,1,4,1,6,0,0.6,0
25,0,0,0,0,0.0,2,2,2,3,0,0.3,0
24,0,0,0,1,0.0,1,3,1,4,0,0.4,0
64,0,0,0,1,7.0,1,4,1,1,0,0.1,0
49,0,0,0,2,0.0,2,3,2,1,1,0.1,0
50,0,0,0,5,1.0,1,3,1,1,1,0.1,0
28,0,0,0,8,30.0,1,3,1,6,1,0.6,0
66,0,0,0,0,0.0,1,3,2,1,1,0.1,0
46,0,0,0,0,1.0,2,3,2,1,0,0.1,0
30,0,0,1,5,1.0,1,2,1,6,1,0.6,0
22,0,0,0,0,-1.0,2,3,2,3,0,0.3,0
23,0,0,0,1,9.0,1,3,2,4,0,0.4,0
30,0,0,0,0,1.0,1,1,2,6,1,0.6,0
24,1,0,0,10,17.0,1,2,1,10,1,1.0,1
31,0,0,0,0,0.0,1,4,2,1,0,0.1,0
31,0,0,0,1,0.0,1,1,1,2,0,0.2,0
21,4,0,0,4,117.0,1,2,1,7,1,0.7,1
28,0,0,0,4,52.0,1,2,1,8,0,0.8,1
25,0,0,0,0,0.0,1,2,2,3,0,0.3,0
21,0,0,0,0,2.0,2,3,1,7,0,0.7,1
27,0,0,0,0,1.0,1,2,2,2,0,0.2,0
20,0,0,0,0,1.0,1,4,2,2,1,0.2,0
32,0,0,0,1,0.0,1,4,1,1,0,0.1,0
24,0,0,1,0,0.0,2,3,1,5,0,0.5,0
20,1,0,0,1,0.0,1,2,1,3,0,0.3,0
31,0,0,0,3,19.0,1,2,2,8,1,0.8,1
27,0,0,0,3,6.0,1,2,2,7,1,0.7,1
59,0,0,0,17,58.0,1,2,1,5,1,0.5,0
40,0,0,0,0,1.0,1,2,1,2,0,0.2,0
22,0,0,0,11,0.0,1,2,1,10,1,1.0,1
38,0,0,0,1,0.0,2,2,1,1,0,0.1,0
36,0,0,0,1,39.0,1,4,2,10,1,1.0,1
30,0,0,0,1,0.0,1,2,2,7,0,0.7,1
27,0,0,0,6,34.0,1,3,1,6,1,0.6,0
43,0,0,0,1,0.0,1,2,2,1,0,0.1,0
59,0,0,0,0,0.0,2,3,2,1,0,0.1,0
37,0,0,0,2,1.0,1,3,2,1,0,0.1,0
28,0,0,0,5,1.0,1,2,2,7,1,0.7,1
38,0,0,0,0,0.0,1,3,1,1,0,0.1,0
22,0,0,1,0,0.0,1,2,1,8,1,0.8,1
43,0,0,0,1,41.0,1,4,2,1,0,0.1,0
25,0,0,0,4,31.0,1,2,1,5,1,0.5,0
51,0,0,0,0,0.0,1,3,2,1,0,0.1,0
30,0,0,0,6,0.0,1,4,1,5,1,0.5,0
29,0,0,0,2,25.0,1,3,2,2,1,0.2,0
28,0,0,0,10,0.0,1,2,1,3,0,0.3,0
26,0,0,0,6,0.0,1,2,2,8,0,0.8,1
55,0,0,0,9,3.0,1,2,2,3,1,0.3,0
23,0,0,0,3,5.0,2,3,1,10,0,1.0,1
22,0,0,0,0,7.0,2,2,2,5,0,0.5,0
19,0,0,0,2,22.0,2,3,1,10,1,1.0,1
31,0,0,0,1,-1.0,1,2,2,1,0,0.1,0
29,0,0,0,0,0.0,1,2,2,1,0,0.1,0
61,0,0,0,15,1.0,1,2,1,6,1,0.6,0
24,0,0,0,4,0.0,1,2,1,10,1,1.0,1
31,0,0,0,0,0.0,1,4,2,2,0,0.2,0
20,0,1,1,4,2.0,1,2,1,9,1,0.9,1
26,0,0,0,3,1.0,1,3,1,7,1,0.7,1
27,0,0,0,5,1.0,1,3,2,9,0,0.9,1
25,0,0,0,1,1.0,1,3,1,5,0,0.5,0
23,0,2,0,3,9.0,1,3,1,5,1,0.5,0
38,0,0,0,0,1.0,1,2,1,1,0,0.1,0
27,0,2,1,18,0.0,1,2,1,9,1,0.9,1
35,0,0,0,0,-1.0,2,3,1,3,1,0.3,0
22,0,0,0,0,16.0,1,1,1,9,0,0.9,1
58,0,0,0,4,1.0,2,2,1,2,1,0.2,0
57,0,0,0,0,1.0,2,3,2,4,1,0.4,0
21,0,0,1,0,0.0,1,2,1,3,0,0.3,0
22,0,0,0,0,1.0,2,2,1,8,0,0.8,1
30,0,0,0,0,2.0,1,2,1,2,0,0.2,0
24,0,0,0,1,37.0,1,3,1,10,1,1.0,1
22,0,0,0,2,27.0,1,3,1,4,1,0.4,0
29,0,0,0,3,38.0,1,3,1,4,1,0.4,0
30,0,0,0,8,1.0,1,2,1,8,1,0.8,1
31,0,0,0,10,0.0,2,2,1,6,0,0.6,0
45,0,0,0,1,1.0,2,3,1,6,0,0.6,0
23,0,0,0,4,89.0,1,2,1,7,0,0.7,1
39,0,0,0,2,4.0,1,3,1,2,1,0.2,0
31,0,0,0,0,1.0,1,2,1,8,1,0.8,1
22,0,0,0,1,1.0,1,2,1,4,1,0.4,0
27,0,0,0,9,65.0,2,2,1,2,1,0.2,0
27,0,0,0,13,2.0,1,2,1,7,1,0.7,1
38,0,0,0,1,0.0,1,3,1,1,1,0.1,0
31,0,0,0,23,55.0,1,2,1,10,1,1.0,1
47,0,0,0,20,1.0,1,2,1,9,0,0.9,1
22,0,1,0,3,0.0,1,2,1,7,0,0.7,1
35,0,0,1,1,79.0,1,2,2,9,1,0.9,1
23,0,0,0,2,19.0,1,4,2,6,1,0.6,0
65,0,0,0,2,5.0,1,2,2,2,1,0.2,0
35,0,0,0,0,1.0,1,2,2,4,0,0.4,0
33,0,0,0,0,1.0,2,2,1,3,0,0.3,0
53,0,0,0,1,1.0,1,3,2,1,0,0.1,0
52,0,0,0,0,1.0,1,4,1,1,0,0.1,0
21,0,0,0,0,0.0,1,2,1,5,0,0.5,0
37,0,0,0,11,1.0,1,2,1,4,0,0.4,0
30,0,0,0,4,0.0,1,1,2,9,1,0.9,1
33,0,0,0,5,21.0,1,3,1,5,0,0.5,0
31,0,0,0,2,0.0,1,2,2,7,0,0.7,1
54,0,0,0,0,-1.0,1,1,1,1,0,0.1,0
31,0,0,0,0,-1.0,2,2,2,1,0,0.1,0
59,0,0,0,2,29.0,2,3,1,3,0,0.3,0
27,0,0,0,0,1.0,1,2,2,2,0,0.2,0
36,0,0,0,0,0.0,1,2,2,7,1,0.7,1
46,0,0,0,17,6.0,1,2,1,9,1,0.9,1
22,0,0,1,3,323.0,1,2,1,9,0,0.9,1
28,0,0,0,0,0.0,2,3,2,2,0,0.2,0
34,0,0,1,15,3.0,2,3,1,9,1,0.9,1
29,0,0,0,7,0.0,1,4,1,9,1,0.9,1
23,0,0,1,2,80.0,1,2,2,10,1,1.0,1
27,0,0,0,3,0.0,1,2,1,4,0,0.4,0
21,0,0,1,0,0.0,1,6,1,6,1,0.6,0
48,0,0,0,3,0.0,1,3,1,1,1,0.1,0
30,0,0,0,15,20.0,1,2,1,9,1,0.9,1
32,0,0,0,2,-1.0,2,2,1,2,0,0.2,0
31,0,0,0,5,6.0,1,2,1,7,0,0.7,1
36,0,1,0,4,2.0,1,2,2,5,0,0.5,0
36,0,0,0,1,0.0,1,2,2,5,0,0.5,0
44,0,0,0,14,1.0,1,2,1,8,1,0.8,1
53,0,0,0,2,0.0,1,3,1,1,0,0.1,0
33,0,0,0,3,1.0,1,2,2,2,1,0.2,0
21,1,0,0,2,293.0,1,2,1,10,0,1.0,1
33,0,0,0,4,339.0,1,2,1,8,1,0.8,1
47,0,0,0,2,2.0,1,3,1,5,1,0.5,0
57,0,0,0,20,33.0,1,2,1,7,1,0.7,1
28,0,0,0,2,6.0,1,2,2,4,0,0.4,0
24,0,0,0,1,1.0,1,2,2,6,0,0.6,0
44,0,0,0,1,1.0,1,2,1,1,0,0.1,0
46,0,0,0,0,1.0,1,2,1,1,0,0.1,0
37,0,0,0,6,1.0,1,2,1,3,0,0.3,0
26,0,0,0,10,5.0,1,2,2,6,1,0.6,0
27,0,1,0,10,0.0,1,2,1,8,1,0.8,1
40,0,0,0,1,1.0,1,3,1,2,0,0.2,0
60,0,0,0,9,384.0,2,3,1,3,1,0.3,0
53,0,0,0,1,6.0,1,3,1,1,0,0.1,0
26,0,1,0,8,40.0,1,2,1,6,0,0.6,0
28,0,0,0,0,1.0,1,2,1,1,0,0.1,0
23,0,0,0,0,0.0,1,4,2,4,0,0.4,0
46,0,0,0,2,19.0,2,3,1,8,0,0.8,1
23,0,0,0,0,1.0,1,2,1,5,1,0.5,0
37,0,0,0,5,0.0,1,2,1,1,1,0.1,0
44,0,0,1,1,0.0,1,2,2,1,0,0.1,0
50,0,0,0,18,248.0,1,2,1,8,1,0.8,1
45,0,0,0,0,1.0,1,2,2,1,0,0.1,0
22,0,0,0,1,0.0,1,2,1,5,0,0.5,0
26,0,0,0,1,16.0,1,3,1,2,1,0.2,0
62,0,0,0,0,2.0,1,3,1,1,0,0.1,0
34,0,0,0,0,-1.0,1,3,2,1,1,0.1,0
24,0,0,0,1,6.0,1,4,1,10,0,1.0,1
21,0,0,0,0,1.0,1,3,2,2,0,0.2,0
25,0,0,0,0,0.0,1,3,1,2,1,0.2,0
68,0,0,0,0,3.0,1,3,2,1,0,0.1,0
41,0,0,0,2,0.0,1,3,2,2,0,0.2,0
21,0,0,0,1,0.0,1,3,1,3,0,0.3,0
37,0,0,0,1,1.0,2,4,1,3,0,0.3,0
22,0,0,0,0,0.0,1,2,1,8,0,0.8,1
38,0,0,0,11,268.0,1,3,1,4,1,0.4,0
42,0,0,0,1,0.0,1,3,1,1,0,0.1,0
22,0,1,1,1,1.0,1,3,1,4,1,0.4,0
45,0,0,0,0,2.0,1,2,1,4,1,0.4,0
36,0,0,0,4,0.0,2,2,1,10,1,1.0,1
48,0,0,0,2,1.0,1,2,1,6,0,0.6,0
45,0,0,0,1,8.0,2,3,1,1,0,0.1,0
23,0,0,1,6,8.0,1,2,1,9,1,0.9,1
24,0,0,0,0,1.0,1,2,1,8,0,0.8,1
29,0,0,0,0,1.0,1,2,1,2,0,0.2,0
24,0,0,0,0,0.0,1,2,1,3,0,0.3,0
50,0,0,0,11,2.0,1,2,1,9,0,0.9,1
34,0,1,0,10,2.0,1,2,1,7,1,0.7,1
23,0,0,0,0,0.0,1,2,1,2,0,0.2,0
22,0,0,0,0,2.0,2,3,2,5,0,0.5,0
36,0,0,0,0,7.0,1,1,1,1,0,0.1,0
30,0,0,0,22,3.0,1,3,1,5,1,0.5,0
21,0,0,0,0,1.0,1,2,1,10,1,1.0,1
53,0,0,0,0,1.0,2,3,1,1,0,0.1,0
24,0,0,0,1,0.0,1,3,1,3,0,0.3,0
25,0,1,1,7,0.0,1,2,2,5,1,0.5,0
25,0,0,0,1,0.0,2,2,2,9,0,0.9,1
71,0,0,0,8,24.0,1,2,1,1,0,0.1,0
39,0,4,0,10,40.0,1,2,2,9,0,0.9,1
37,0,0,0,0,37.0,2,2,1,5,0,0.5,0
20,0,0,2,0,7.0,1,2,1,5,1,0.5,0
29,0,0,0,3,0.0,2,2,1,5,0,0.5,0
22,0,0,0,2,1.0,1,2,1,5,1,0.5,0
26,0,0,0,4,83.0,1,2,1,7,1,0.7,1
35,0,0,0,5,0.0,1,4,1,7,0,0.7,1
47,0,0,0,19,30.0,2,2,1,10,1,1.0,1
21,0,0,0,1,0.0,1,1,1,4,1,0.4,0
23,0,0,0,0,1.0,2,1,2,10,0,1.0,1
20,0,0,0,1,17.0,2,3,1,8,1,0.8,1
23,0,0,0,0,1.0,2,2,1,2,0,0.2,0
27,0,0,0,3,0.0,1,5,2,7,0,0.7,1
55,0,0,0,18,37.0,1,3,1,2,1,0.2,0
53,0,0,0,0,0.0,2,2,1,1,0,0.1,0
23,0,0,0,0,0.0,2,2,1,7,0,0.7,1
26,0,0,1,5,22.0,1,2,1,7,1,0.7,1
25,0,0,0,6,6.0,1,2,1,6,0,0.6,0
23,0,0,0,2,1.0,1,1,2,4,0,0.4,0
27,0,0,0,4,0.0,1,2,1,9,1,0.9,1
26,0,0,0,2,0.0,1,2,2,3,0,0.3,0
29,0,0,0,1,3.0,1,2,2,4,0,0.4,0
27,0,0,0,1,0.0,1,1,1,2,1,0.2,0
28,0,0,0,0,1.0,1,4,1,2,0,0.2,0
31,0,0,0,0,0.0,1,2,2,2,0,0.2,0
41,0,0,0,8,0.0,1,2,1,6,1,0.6,0
25,0,0,0,0,0.0,1,3,2,2,0,0.2,0
47,0,0,0,0,-1.0,1,3,2,1,0,0.1,0
37,0,0,0,4,1.0,1,2,1,2,0,0.2,0
35,0,0,0,4,2.0,2,2,1,5,0,0.5,0
24,0,0,0,1,1.0,1,3,2,4,1,0.4,0
21,0,2,1,2,5.0,1,3,1,9,1,0.9,1
22,0,0,0,0,2.0,1,3,1,4,1,0.4,0
57,0,0,0,11,140.0,1,2,1,6,0,0.6,0
48,0,0,0,0,11.0,1,3,1,7,0,0.7,1
36,0,0,0,0,5.0,1,1,1,1,0,0.1,0
37,0,0,0,3,28.0,2,2,1,7,0,0.7,1
31,0,0,0,0,5.0,1,3,2,1,0,0.1,0
22,0,1,0,1,4.0,1,2,1,9,1,0.9,1
31,0,0,0,2,0.0,1,3,2,3,0,0.3,0
24,0,0,0,0,0.0,1,2,1,5,1,0.5,0
32,0,0,1,22,0.0,1,2,1,9,1,0.9,1
23,0,0,0,0,1.0,2,1,2,4,0,0.4,0
63,0,0,0,0,0.0,1,2,2,1,0,0.1,0
30,0,0,0,0,1.0,1,1,1,1,0,0.1,0
26,0,0,0,2,27.0,1,3,1,5,1,0.5,0
48,0,0,0,2,0.0,1,3,2,3,0,0.3,0
20,0,0,2,0,1.0,1,3,1,4,0,0.4,0
24,0,0,0,1,0.0,2,2,2,5,1,0.5,0
36,0,0,0,1,0.0,2,2,2,2,0,0.2,0
83,0,0,0,0,0.0,1,4,2,1,0,0.1,0
28,0,0,0,2,0.0,1,3,1,6,0,0.6,0
36,0,0,0,3,1.0,1,2,1,2,1,0.2,0
33,0,0,0,0,1.0,2,2,2,2,0,0.2,0
39,0,0,0,0,0.0,1,2,1,3,0,0.3,0
29,0,0,0,3,0.0,1,1,2,7,0,0.7,1
30,0,0,0,17,4.0,1,2,1,10,1,1.0,1
19,1,1,0,1,1.0,2,3,2,6,1,0.6,0
24,0,0,0,1,0.0,1,2,1,1,1,0.1,0
36,0,0,0,11,78.0,1,4,1,7,0,0.7,1
29,0,0,0,1,0.0,2,3,1,5,0,0.5,0
35,0,0,0,7,1.0,1,2,1,6,0,0.6,0
24,0,0,1,0,0.0,1,2,1,3,0,0.3,0
26,0,0,0,0,9.0,1,3,2,2,0,0.2,0
26,0,0,0,8,2.0,1,3,1,4,0,0.4,0
52,0,0,0,7,0.0,1,2,2,6,0,0.6,0
28,0,0,0,14,0.0,1,2,1,7,1,0.7,1
32,0,0,0,0,0.0,1,2,2,5,0,0.5,0
32,0,0,0,1,0.0,2,3,2,3,1,0.3,0
33,0,0,0,5,5.0,1,2,2,8,1,0.8,1
29,0,1,0,16,17.0,1,2,1,10,0,1.0,1
34,0,0,0,1,0.0,1,3,2,3,1,0.3,0
37,0,0,0,0,0.0,2,1,2,1,1,0.1,0
43,0,0,0,0,0.0,1,3,2,1,0,0.1,0
47,0,0,0,2,0.0,1,3,1,4,0,0.4,0
25,0,0,0,3,2.0,1,2,2,6,1,0.6,0
23,0,0,0,1,1.0,2,2,1,3,0,0.3,0
39,0,0,0,2,0.0,1,3,2,2,0,0.2,0
35,0,0,0,13,5.0,1,2,1,8,1,0.8,1
33,0,0,0,0,1.0,1,1,1,1,0,0.1,0
21,0,0,0,0,1.0,1,1,1,3,1,0.3,0
43,1,0,0,20,1.0,1,2,1,8,0,0.8,1
25,0,1,1,3,0.0,1,2,1,8,1,0.8,1
48,1,0,0,25,6.0,1,2,1,10,1,1.0,1
22,0,0,1,1,1.0,1,2,2,7,1,0.7,1
52,1,0,0,9,38.0,1,2,2,8,1,0.8,1
26,0,0,0,5,35.0,1,3,1,4,1,0.4,0
67,0,0,0,4,27.0,1,2,2,7,1,0.7,1
34,0,0,0,4,1.0,1,2,2,2,0,0.2,0
56,0,0,0,4,0.0,1,3,2,1,0,0.1,0
28,0,0,0,1,5.0,1,2,1,4,1,0.4,0
29,0,0,0,2,0.0,1,2,2,4,0,0.4,0
24,0,0,0,0,0.0,2,2,2,5,1,0.5,0
37,0,0,0,6,20.0,1,2,1,5,1,0.5,0
43,0,0,0,3,1.0,1,1,1,2,0,0.2,0
51,0,0,0,0,1.0,1,3,1,1,0,0.1,0
20,0,0,1,1,0.0,1,2,2,7,1,0.7,1
26,0,0,0,4,293.0,1,3,2,7,1,0.7,1
39,0,0,0,1,10.0,2,3,2,2,1,0.2,0
21,0,0,1,1,2.0,1,2,1,8,0,0.8,1
21,0,1,1,1,2.0,1,2,1,9,1,0.9,1
24,0,2,0,3,1.0,1,3,1,4,1,0.4,0
26,0,1,0,4,1.0,1,2,2,8,1,0.8,1
48,0,0,0,1,0.0,1,3,1,2,0,0.2,0
24,0,1,0,5,1.0,1,2,1,5,1,0.5,0
26,0,0,0,0,-1.0,1,3,1,4,0,0.4,0
46,0,0,0,0,1.0,1,3,1,1,0,0.1,0
30,0,0,0,1,0.0,2,4,2,2,0,0.2,0
24,0,1,1,7,1.0,1,2,2,9,0,0.9,1
21,0,0,0,0,0.0,2,3,2,5,0,0.5,0
24,0,0,0,1,1.0,1,2,1,3,1,0.3,0
30,0,0,0,1,0.0,1,2,1,7,0,0.7,1
36,0,0,0,9,1.0,1,2,2,8,0,0.8,1
30,0,0,0,5,1.0,1,2,1,4,1,0.4,0
22,0,0,0,1,1.0,2,3,1,6,0,0.6,0
25,0,0,0,0,9.0,1,2,1,9,1,0.9,1
31,0,3,0,25,117.0,1,2,2,8,1,0.8,1
24,0,0,0,0,2.0,1,2,1,4,0,0.4,0
39,0,0,0,13,1.0,1,2,1,8,1,0.8,1
46,0,0,0,0,5.0,1,1,1,1,0,0.1,0
48,0,0,0,5,0.0,1,2,2,1,1,0.1,0
30,0,0,0,4,0.0,2,2,1,3,0,0.3,0
40,0,0,0,0,22.0,1,3,1,2,0,0.2,0
52,0,0,0,0,2.0,2,2,1,1,0,0.1,0
23,1,0,1,3,33.0,1,2,1,9,0,0.9,1
26,0,0,0,1,1.0,2,2,2,2,0,0.2,0
22,0,1,0,1,19.0,1,3,1,8,1,0.8,1
42,0,0,0,3,0.0,1,3,1,4,0,0.4,0
23,0,3,1,6,135.0,1,2,1,10,1,1.0,1
33,0,0,0,4,1.0,1,1,1,3,1,0.3,0
28,0,0,0,1,2.0,1,2,1,3,0,0.3,0
37,0,0,0,4,0.0,2,3,2,4,0,0.4,0
50,0,0,0,1,1.0,1,3,1,1,0,0.1,0
38,0,0,1,25,8.0,1,5,2,10,1,1.0,1
32,0,0,0,1,1.0,1,2,1,7,0,0.7,1
24,0,0,0,3,97.0,1,4,1,6,1,0.6,0
51,0,0,0,3,1.0,1,2,1,2,0,0.2,0
19,0,0,0,1,0.0,1,3,2,4,1,0.4,0
32,0,0,0,4,108.0,1,2,1,5,0,0.5,0
31,0,0,0,1,0.0,2,3,1,3,1,0.3,0
29,0,0,0,1,179.0,2,2,1,5,0,0.5,0
43,0,0,0,0,0.0,1,4,2,1,0,0.1,0
26,0,0,0,9,11.0,1,2,1,7,1,0.7,1
27,0,0,0,0,27.0,1,3,1,10,1,1.0,1
52,0,0,0,1,3.0,1,3,1,1,1,0.1,0
27,0,0,0,1,0.0,1,4,2,1,0,0.1,0
57,0,0,0,1,0.0,2,4,2,2,0,0.2,0
28,0,0,0,3,1.0,1,2,2,6,1,0.6,0
32,0,0,0,3,2.0,1,2,1,1,1,0.1,0
27,0,0,0,5,0.0,1,2,2,3,1,0.3,0
45,0,0,0,0,3.0,1,4,2,1,1,0.1,0
42,0,0,0,0,0.0,2,3,2,1,0,0.1,0
33,0,0,0,0,0.0,1,2,1,2,1,0.2,0
26,0,0,0,4,19.0,1,3,2,4,0,0.4,0
28,0,0,1,3,45.0,2,3,2,4,0,0.4,0
53,0,0,0,0,0.0,2,3,2,1,0,0.1,0
24,0,0,0,0,1.0,1,3,1,2,0,0.2,0
28,0,0,0,1,8.0,1,4,1,2,0,0.2,0
28,0,0,0,1,1.0,1,4,1,5,0,0.5,0
39,0,0,1,6,35.0,1,2,2,7,1,0.7,1
22,0,0,0,1,-1.0,1,2,1,7,1,0.7,1
46,0,0,0,2,9.0,1,2,1,2,1,0.2,0
25,0,0,0,0,1.0,1,2,2,2,0,0.2,0
52,0,0,0,1,3.0,1,3,1,5,0,0.5,0
28,0,0,0,4,0.0,1,2,2,2,1,0.2,0
57,0,0,0,1,1.0,2,3,1,1,1,0.1,0
49,0,0,0,3,0.0,1,2,1,1,1,0.1,0
21,0,0,0,2,0.0,1,2,1,9,1,0.9,1
32,0,0,0,19,14.0,1,2,1,10,1,1.0,1
63,0,0,0,3,220.0,1,2,2,9,0,0.9,1
29,0,0,0,2,1.0,1,3,1,3,0,0.3,0
46,0,0,0,0,1.0,1,2,2,1,0,0.1,0
23,0,0,0,5,44.0,1,2,1,10,1,1.0,1
28,0,0,0,10,1.0,1,2,2,7,1,0.7,1
